assetid,anatomy_model,avg_touches
W01E133834,Shoulder,2.0
W01E100464,Heart,1.0
W01E126217,Pancreas Anatomy,1.0
W01842,Psoriasis,1.0
W01E120490,Teeth,1.3333333333333333
W28136,GERD,1.0
W28587,Hand,1.0
W01E115415,Rheumatoid Arthritis,1.0
W10513,Lung,1.0
W36127,Mohs Surgery,1.0
W01E102529,Lymphedema,1.0
W01E105009,Abdomen,1.0
W04028,Cardiac Catheterization,1.0
W01E134242,Asthma Inhaler,1.0
W01E111667,Colon,3.5
W01Y107657,Ventricular Fibrillation with Conduction System,1.0
W15488,Asthma Inhaler,1.5
W01E126258,Osteoarthritis,1.0
W28496,Warts on Skin,1.0
W01E122843,Eye,2.0
W01E128796,Neck,1.5
W01E120347,Diabetic Retinopathy,1.0
W26231,Heart,2.0
W01Y101002,Angina,2.0
W01Y111988,Lung Cancer,2.0
W01E133882,Lewy Body Dementia,1.0
W03944,Anal Fissure,1.0
W01E105115,Neck,1.6666666666666667
W01E128904,Low Testosterone,2.0
W06771,Heart,2.0
W01E102663,Wrist,1.0
W46067,Osteoporosis,1.8333333333333333
W01E116714,Prostate Brachytherapy,1.0
W01E114409,Knee,2.0
W01E100581,Inguinal Hernia: Indirect,1.0
W01E125666,Endoscopy,1.0
W07389,Mohs Surgery,2.0
W14973,Asthma Inhaler,1.0
W01Y109779,Diabetic Foot Complications,2.2
W11761,Teeth,1.0
W01Y101782,Pulmonary Edema,1.0
W01E128645,Heart,2.0
W46319,Brain,1.0
W01E129104,Diabetic Foot Complications,1.0
W01E129873,Arm,1.0
W01E128803,Thorax,1.0
W01E119923,Hiatal Hernia,1.0
W24348,Heart,1.0
W01E131293,Type 2 Diabetes - Glucose Absorption,1.0
W01E134143,Systems,1.0
W11761,Stomach,2.0
W01E119707,Wagner Classification,1.0
W01Y107608,Adam Insulin ,1.0
W01Y110411,Rheumatoid Arthritis,1.0
W01Y101337,Leg,1.0
W01E129875,Colon Polyps,1.0
W01E134333,Pregnancy,1.0
W01E110832,Wagner Classification,1.0
W11621,Fusiform Aneurysm,1.0
W01Y112145,ALS,1.0
W01E134579,Gout,1.0
W01Y111771,Urinary Incontinence,1.0
W01E120495,Endoscopy,1.5
W01E100428,C-Section,1.0
W34468,Pelvis,1.0
W25417,Reproductive System,1.0
W01E111024,Hypoparathyroidism,1.5
W05678,Pelvis,1.0
W01E111822,Thyroid Cancer,1.0
W01E110469,Aortic Dissection,1.7
W06191,Hiatal Hernia,1.0
W01E123914,Varicose Veins,1.0
W04845,GERD,1.0
W01E131769,Pancreatic Cancer,1.0
W01E124978,Thorax,1.0
W01E121150,Implantable Port,1.0
W01Y109147,Skin,1.0
W01Y108369,Osteoporosis,1.0
W01E126197,Urinary System,1.0
W01E103377,Pelvis,1.0
W01E103570,Lymphatic System,2.0
W27836,Acne Detailed,1.4
W01E128618,Dry Skin,1.0
W01Y108139,Prostate Brachytherapy,1.0
W01E113840,Cardiac Catheterization,5.0
W01E110190,Spine,3.4
W09116,Acid Reflux,1.0
W28496,Oral Herpes,1.0
W01E104226,HIV Life Cycle,1.0
W26585,Enlarged Parathyroid Gland,1.0
W01E132996,Stroke,1.0
W07289,Lung,1.0
W01Y101684,Neck,1.0
W06638,Diabetic Foot Complications,1.2857142857142858
W01Y102954,Endometriosis,1.0
W01E131904,Pancreatic Bile Duct,1.5
W01E109128,Thorax,1.0
W11428,Head,1.0
W06638,Hepatitis C,1.0
W01Y102292,Pancreatic Bile Duct,2.0
W01E111386,Ear,1.0
W01E113656,Artery Blockage,1.0
W01E119802,Thorax,1.0
W26850,Osteoarthritis,1.0
W01E133167,Inner Ear Infection,1.0
W01Y113236,Sinus,2.0
W01Y101216,Osteoarthritis,1.0
W01Y101621,Ear,2.0
W01E122010,Pelvis,1.75
W06638,Hypoparathyroidism,1.0
W01E133888,Pancreas Anatomy,1.0
W01E127163,Urinary System,1.0
W01Y100067,Lung,1.0
W01E114295,Neck,3.0
W01E102504,Large Intestine Cross Section,1.75
W01E134707,Ventral Hernia,1.0
W01E118270,Pulmonary Hypertension,2.0
W01Y100499,Fusiform Aneurysm,2.0
W06238,ADHD,1.0
W01Y109147,Prostate Anatomy Tour,1.0
W13906,Diabetic Foot Complications,1.0
W06293,Elbow,1.0
W01E115907,Stomach,1.0
W01Y113450,Oral Herpes,1.0
W01Y107680,Pancreatic Bile Duct,1.0
W01E132362,Atherosclerosis,2.0
W01Y113589,Diabetic Foot Complications,1.5
W01Y114435,Mohs Surgery,1.0
W48921,Low Testosterone,1.0
W19987,Influenza,2.0
W01E110359,Prostate Brachytherapy,1.0
W01E134141,Gastrointestinal Cancers,1.5
W10440,GERD,1.0
W01E128221,Diabetic Nerve Problem,1.0
W01E125931,Gallbladder Anatomy,1.0
W43942,Anal Fissure,1.0
W01E111040,Hypoparathyroidism,1.0
W13932,Rectocele,1.0
W01E128618,ADHD,1.0
W01E115330,Gout,1.0
W01E111772,Vasculature,1.0
W05692,Insulin and Glucose,1.0
W16167,ABCDE Moles,1.0
W01466,Uterus,1.25
W01E133167,Diabetic Nerve Problem,1.0
W01E115336,Chemotherapy IV,1.0
W08669,Shoulder,1.0
W37947,Heart Failure,3.0
W01Y104505,Vaginal Birth,1.0
W01E122123,Diverticulosis,3.0
W01E116714,Varicose Veins,1.75
W01Y103585,Diabetic Foot Complications,1.0
W26578,High Blood Pressure,1.0
W01E101654,Liver Cirrhosis,1.0
W01Y113546,Stye,3.0
W01E112191,Diabetic Nerve Problem,1.0
W08070,Blister,4.0
W01Y110411,Kidney Stones,1.0
W01Y112806,Abdomen,1.0
W01E133353,Atrial Fibrillation,2.3333333333333335
W37101,Liver Cirrhosis,1.0
W06638,Sinusitis,1.0
W01E109206,Shoulder,1.0
W26787,Leg,1.0
W31559,Endoscopy,1.3333333333333333
W01E114029,Hiatal Hernia,1.0
DW03756,Alzheimer's Disease,1.0
W01E110366,Pancreatic Bile Duct,1.0
W01E128236,Cardiac Catheterization,1.0
W03340,Pancreas Anatomy,2.0
W03929,Neck,1.0
W01E132446,Hiatal Hernia,1.0
W01E108729,Leg,1.0
W01E100467,Artery Blockage,1.5714285714285714
W27795,Diabetic Nerve Problem,2.0
W01E125452,Mammography,2.0
W01E112191,Barrett's Esophagus,1.0
W05603,Diabetic Foot Complications,1.0
W01E126197,Insulin and Glucose,2.1666666666666665
W01E109205,Diabetic Foot Complications,1.5
W01E130311,Brain,2.4
W01E101613,Heart,1.5
W01E100966,Adam Insulin ,1.0
W01E114580,Heart,1.0
W01E116602,Hypoparathyroidism,2.0
W01E106813,Eczema,1.0
W01E130871,Rheumatoid Arthritis,1.0
W01E118353,Heart,1.0
W01Y103156,Pancreas Anatomy,1.0
W01E113842,Brain,1.0
W06238,Urinary System,1.0
W01E117659,Varicose Veins,1.2142857142857142
W01E108315,Colonoscopy,1.0
W01E123919,Diabetic Foot Complications,1.2
W36805,Gastric Outlet Obstruction,2.0
W28924,Hepatitis C,1.0
W01E119391,Hypoglycemia,1.0
W39266,Osteoporosis,1.0
W01E100210,Endometrial Cancer,1.0
W26092,Basal Cell Carcinoma (Gross),1.0
W01E122739,Spine,1.0
W01E133193,Asthma Inhaler,1.3333333333333333
W01E122976,Breast,1.0
W01E129856,Vasculature,1.5714285714285714
W01Y111662,Gallstone Pancreatitis,1.0
W01Y103710,Pancreatic Bile Duct,1.0
W01E121740,Stroke,1.0
W46319,Heart,1.5
W27836,Cardiac Catheterization,1.0
W01Y104723,Asthma Inhaler,1.0
W01E125452,C-Section,1.0
W01E118549,Migraine,1.0
W10368,Prostate Brachytherapy,1.0
W01Y103736,ABCDE Moles,1.0
W01E107486,GERD,1.5
W01E124191,Back Pain,7.0
W01E107360,Leg,1.6666666666666667
W01E125611,Abdomen,4.142857142857143
W25871,Back Pain,1.0
W15028,Thorax,1.0
W01E118535,Rheumatoid Arthritis,1.25
W08884,Skin,2.0
W09335,Carpal Tunnel Syndrome,1.25
W01E100039,Kidney Stones,1.0
W01Y102983,Neck,2.0
W01E119397,Gastric Outlet Obstruction,1.0
W01E112086,Anal Fissure,2.0
W01Y113575,Allergic Rhinitis,3.0
W15763,Uterus,1.0
W13707,Diabetic Nerve Problem,1.75
W10895,Fusiform Aneurysm,1.0
W01E128742,Myocardial Ischemia,1.0
W01E108626,Pancreas Anatomy,2.0
W01E128618,Knee,1.5
W01Y111767,Eye,1.5
W01E124995,Gallstones,2.0
W01E108781,Cushing's Syndrome,1.0
W01E104931,Large Intestine Cross Section,1.0
W24348,Ear,1.5
W01E105963,Head,1.5
W01Y104465,Sebaceous Cyst,1.0
W24244,Rheumatoid Arthritis,1.3333333333333333
W28924,Diabetic Foot Complications,1.0
W01Y105315,Gallbladder Anatomy,1.0
W01Y108366,Diabetes Type 1 Glucose Absorption,1.0
W01E119705,C-Section,1.4
W01E127043,Liver Cirrhosis,1.0
W01E117025,Critical Limb Ischemia,1.0
W01E115449,Oral Cancer,1.0
W01E108930,Lung,1.0
W01E119802,Lymphatic System,2.0
W01Y102290,Pancreatic Bile Duct,2.0
W01E112316,Spine,5.0
W01E127633,Heart,2.0
W01E100900,Mohs Surgery,1.0
W15117,Dry Eye,1.0
W01E134360,Pelvis,2.25
W13811,Asthmatic Airways,1.0
W36984,Prostate Anatomy Tour,2.0
W46689,Varicose Veins,2.5
W25871,Ear,1.0
W01E128742,Oral Cancer,1.0
W01Y103355,Low Testosterone,2.0
W01Y103365,Endoscopy,1.0
W26113,Asthma Inhaler,1.0
W01E102702,Colon Cancer,1.0
W19637,Gout,1.0
W01E111756,Colonoscopy,1.0
W35389,Sinus,1.0
W34660,Depression: Brain Activity,1.0
W01E132648,Pancreatic Bile Duct,1.0
W39143,Dry Eye,1.0
W26967,Basal Cell Carcinoma,1.5
W01E100336,Leg,1.0
W28415,Pancreatic Bile Duct,1.0
W01E124700,Ventricular Fibrillation with Conduction System,2.0
W01Y104217,Reproductive System,1.0
W03334,Brain,1.0
W03341,Pancreas Anatomy,1.3333333333333333
W01E119255,Mohs Surgery,1.2
W19957,Osteoporosis,1.5
W01E116526,Liver,1.0
W01E104609,Colonoscopy,1.0
W19637,Mohs Surgery,1.0
W01E119394,Gallstone Pancreatitis,1.0
W01Y102933,Pancreatic Bile Duct,1.2
W01Y103993,Sinus,2.0
W01E132694,Head,1.5
W01E120800,Diabetes Type 1 Glucose Absorption,2.0
W01Y113575,Neck,2.5
W06474,Ankylosing Spondylitis,2.0
W01E104174,Irritable Bowel Syndrome,1.0
W01E111180,Neck,2.0
W46078,Saccular Aneurysm,1.0
W14944,Liver,1.0
W06474,Kidney Stones,1.0
W01E117198,Prostate Anatomy Tour,1.0
W01E121638,Endoscopy,1.25
W04339,Torn Rotator Cuff,1.0
W19797,Lung,1.0
W01E119256,Rosacea,1.0
W01E131137,Abdomen,1.5
W01Y105039,Eye,1.0
W01E117840,High Blood Pressure,1.0
W14086,Kidney Stones,2.0
W01E119256,Thyroid Cancer,1.0
W01E124190,Celiac Disease,1.0
W11161,Deep Vein Thrombosis,1.0
W01E122225,Colonoscopy,1.0
W01E134187,Brain,2.0
W04540,Heart,2.6666666666666665
W01E120490,Lymphatic System,1.0
W01Y102158,Cervix Anatomy,1.0
W04480,IUD Placement,1.0
W15028,Vasculature,1.5
W01E120802,Migraine,1.0
W15003,Abdomen,1.5
W01E121489,Neck,1.0
W14678,GERD,2.0
W14114,Torn Rotator Cuff,1.0
W01E104796,Arm,1.0
W08884,Heart,2.1666666666666665
W01Y109179,Pregnancy,1.5
W01E124193,Osteoporosis,1.0
W01E123146,Thorax,3.0
W01E119720,Strep Throat,1.0
W01Y103998,Coronary Artery Bypass Grafting (CABG),1.0
W01E120556,Gallbladder Anatomy,2.0
W01E101629,Neck,2.0
W01E101654,Large Intestine Cross Section,1.0
W01E114351,Neck,1.0
W01Y100214,ADHD,1.0
W02045,Pancreatic Cancer,1.0
W01E129255,Reproductive,1.0
W01E127589,Spine,1.5714285714285714
W01E122824,Gallstone Pancreatitis,1.0
W01E123923,Diabetic Nerve Problem,1.0
W01Y103397,Basal Cell Carcinoma,1.0
W01E129097,Heart,1.0
W01E126243,Leg,1.5
W01E114580,Angina,1.0
W01E119802,Aortic Dissection,1.0
W09621,Endoscopy,1.0
W01Y111655,Neck,1.0
W01E107866,Urinary System,2.0
W38646,Leg,1.0
W01E105115,Arm,1.0
W01Y107680,Stomach Cancer,1.0
W01E112401,Wrist,1.0
W01E108729,Neck,1.0
W26578,Spine,1.5
W01E103465,Haglund's Deformity,1.0
W01E132946,Insulin and Glucose,1.0
W02240,Teeth,1.6666666666666667
W01E111040,Diabetic Foot Complications,1.0
W01E111756,Back Pain,1.0
W05644,Psoriatic Arthritis,1.0
W01Y104338,Thyroid Nodules,1.0
W13328,Hand,2.0
W02240,Hand,4.0
W11167,Leg,1.0
W01Y103393,Sebaceous Cyst,1.0
W38845,Crohn's Disease,2.0
W01E130950,Arm,1.1666666666666667
W14483,Pancreas Anatomy,3.0
W08744,Back Pain,1.0
W05582,Atrial Fibrillation with Conduction System,2.5
W19543,Barrett's Esophagus,1.5
W01E100606,Pancreas Anatomy,2.0
W01Y102933,Colonoscopy,1.0
W08356,Reproductive,1.5
W07652,Heart,1.0
W01Y104505,Pancreatic Bile Duct,2.0
W01E103041,Thorax,2.0
W01E126243,Thorax,1.0
W08066,Ear,1.0
W06547,Pancreas Anatomy,1.0
W01E104345,Pancreas Anatomy,1.0
W01E130733,Outer Ear Infection,1.0
W10440,Osteoarthritis,1.75
W16115,Basal Cell Carcinoma (Gross),1.0
W01E132358,Sinus,1.0
W16092,Skin,2.0
W01E111040,Hepatitis C,3.0
W01E111096,Abdomen,3.0
W01Y109416,Endometriosis,2.0
W01E108826,Pancreatic Cancer,1.0
W01E128742,Gout,1.0
W01E105617,BPH,1.3333333333333333
W24171,Thorax,2.0
W01E102124,Gallstones,2.0
W01E115415,Ankylosing Spondylitis,1.0
W01Y104416,External Beam Radiation,1.3333333333333333
W35439,Pancreas Anatomy,1.0
W01E104609,Prostate Brachytherapy,1.0
W01E102364,Varicose Veins,1.0
W15432,Thorax,2.0
W43039,Abdomen,1.0
W01E119013,Pancreas Anatomy,1.0
W01E110190,Asthma Inhaler,1.5
W01E103636,Neck,1.0
W01E120495,Aortic Valve Stenosis,1.0
W01E115449,Dry Eye,1.0
W01Y108855,Diabetic Foot Complications,1.0
W01E132597,Tuberculosis,1.0
W01E134713,Skin,1.0
W26022,Abdomen,1.0
W01E104553,Hiatal Hernia,1.0
W01Y111776,Ear,1.0
W01E128895,Stomach,1.0
W01E100889,Mole Mapping,1.0
W01Y110716,Smokers Lung,1.0
W01E120800,Abdomen,1.0
W26231,Coronary Artery Disease,1.0
W01E119255,Diabetic Retinopathy,1.0
W01E110732,Neck,1.0
W19275,Osteoporosis,1.0
W01E115419,Coronary Artery Disease,1.0
W11446,Pancreatic Bile Duct,1.0
W01E126258,Migraine,1.0
W01E117484,Gallstones,1.0
W01E119726,Hiatal Hernia,1.0
W01E102962,Rheumatoid Arthritis,1.0
W01E116881,Basal Cell Carcinoma,1.0
W07388,Acne,1.0
W01E126279,Ulcerative Colitis,1.3333333333333333
W01Y107144,Endometriosis,2.0
W01Y114965,Spine,1.0
W01Y107359,Hand,1.5
W24288,Stomach,2.0
W01E122467,Neck,1.0
W01E125611,Cervix Anatomy,1.0
W26155,Kidney Stones,1.0
W01E121351,Pancreatic Cancer,1.0
W01Y103397,Insulin and Glucose,1.75
W01E104823,Esophagus,1.0
W01E132200,Allergic Rhinitis,1.0
W05876,Osteoarthritis,1.0
W01E103517,Thorax,1.0
W01E104086,Heart,3.0
W01Y109274,Foot,1.0
W32110,Pancreatic Bile Duct,1.0
W01E127397,Pancreas Anatomy,1.0
W01E119712,Thorax,1.0
W01E122017,Hepatitis C,1.0
W01E134173,Pancreas Anatomy,1.75
W25805,Abdomen,1.3333333333333333
W42931,Pulmonary Edema,1.0
W01E116723,Liver,1.25
W01E100954,Abdomen,2.0
W01E122017,Colon Polyps,1.0
W10962,Diabetic Foot Complications,1.0
W01Y113589,Stye,1.0
W01E119393,Lung,1.0
W01E127693,Vaginal Birth,1.5
W01E107378,Torn Rotator Cuff,1.0
W01E114376,Thorax,1.0
W01E108477,Inner Ear Infection,1.0
W01Y111664,Uterus,1.0
W01E112068,Heart,1.0
W01E134234,Foot,1.0
W01E101084,Cataract,1.0
W31556,Uterine Fibroids,1.0
W01E116375,Spine,1.0
W37714,Leg,1.0
W01Y101828,Low Testosterone,1.0
W25799,Artery Blockage,1.0
W01E119713,Reproductive,2.0
W01E122017,Irritable Bowel Syndrome,1.0
W01E119807,Diabetes Type 2 Glucose Transport,1.5
W01E104330,Hypoparathyroidism,1.0
W01E113411,Lung,1.0
W01E120502,Tuberculosis,1.0
W43235,Thyroid Nodules,1.0
W01E119605,Endoscopy,1.9285714285714286
W01E100597,Diabetes Type 2 Glucose Transport,1.0
W01E116879,Diabetic Foot Complications,1.0
W37541,Pelvis,1.0
W19817,Neck,1.0
W01E114328,Endoscopy,1.0
W01E103581,Diabetic Nerve Problem,2.0
W01E120325,Rheumatoid Arthritis,1.0
W01E112558,Heart,1.0
W06690,Teeth,1.0
W06239,Hypoparathyroidism,1.0
W01E108781,GERD,1.0
W01E107448,Crohn's Disease,1.0
W13328,Foot,1.0
W01E107498,Hypercholesterolemia,1.0
W01Y101515,Endometrial Cancer,1.0
W01E100972,Ankylosing Spondylitis,1.0
W04738,Diverticulitis,1.0
W01E104823,Stomach Cross Section,1.0
W01Y102848,Lung,1.0
W01E102885,Carpal Tunnel Syndrome,1.0
W01E119705,Hypercholesterolemia,2.0
W42952,Blister,2.0
W08916,Neck,3.0
W01E113368,Pancreas Anatomy,2.0
W36222,Stable Fracture,1.0
W16075,Hiatal Hernia,1.0
W01E118923,Irritable Bowel Syndrome,1.0
W01E130289,Thyroid Nodules,1.5
W14944,Migraine,1.0
W15941,Angina,1.75
W07895,Atrial Fibrillation with Conduction System,3.0
W16024,Neck,1.0
W05098,Atelectasis,1.0
W01E119193,Hepatitis C,1.0
W01E123923,ABCDE Moles,1.0
W01E104697,Cardiac Catheterization,3.0
W01E115883,Low Testosterone,1.0
W01Y114182,Ankylosing Spondylitis,1.0
W08070,Head,1.6666666666666667
W01E111513,Colonoscopy,2.0
W01E111513,Ankylosing Spondylitis,1.3333333333333333
W01Y106259,Comminuted Fracture,1.0
W35581,Thyroid Nodules,2.0
W01E132408,Lymphedema,2.0
W01E122639,Shoulder,1.0
W01Y101685,Brain,1.0
W01E130308,IUD Placement,1.5
W31091,Diabetic Foot Complications,1.0
W39922,Artery Blockage,1.0
W01Y101009,Osteoporosis,1.0
W01E103320,Astigmatism,1.0
W09635,Pancreas Anatomy,2.0
W09834,Diverticulosis,1.0
W01E121657,Basal Cell Carcinoma (Gross),2.0
W05171,Multiple Sclerosis,1.0
W01Y102728,Diabetic Retinopathy,1.0
W25294,Gallbladder Anatomy,1.0
W01Y107137,Insulin and Glucose,1.0
W06638,Liver,2.0
W01Y113084,Abdomen,1.6666666666666667
W37494,Chemotherapy IV,1.0
W27395,Gallstones,1.0
W02255,Knee,1.0
W38307,Urinary System,1.0
W01E110359,Kidney Stones,1.0
W38738,Esophagus,1.75
W20274,Colonoscopy,1.0
W01E100998,Thalassemia,1.0
W05098,Raynaud's Disease,1.0
W01E130781,Cardiac Catheterization,1.0
W01Y114182,Influenza,1.0
W01Y109179,External Beam Radiation,1.0
W01E107212,Endoscopy,2.5
W01Y108099,Rheumatoid Arthritis,1.0
W01Y104887,Pancreas Anatomy,1.5
W01E108993,Teeth,1.0
W01Y103400,C-Section,1.5
W01E132660,Enlarged Parathyroid Gland,2.0
W38202,Stable Fracture,1.0
W01E121341,Thyroid Nodules,1.0
W01841,Spine,1.4
W01Y105818,Torn Rotator Cuff,1.0
W01E119655,Knee,1.0
W01E126657,Thorax,2.0
W08700,Ankylosing Spondylitis,1.0
W01E118923,Concussion: Transected Neuron,1.0
W01E119716,Glaucoma,1.0
W01E129654,Brain,1.0
W24148,Acid Reflux,1.0
W46588,Systems,1.0
W01Y100799,Gout,1.0
W28991,Depression: Brain Activity,1.0
W01E100948,Chemotherapy IV,1.0
W01Y114161,Thyroid Cancer,2.6666666666666665
W01E100996,Insulin and Glucose,2.0
W01E100402,Cervix Anatomy,1.0
W01Y100799,Diabetic Retinopathy,1.0
W01Y102969,Endometriosis,2.0
W01Y104837,Diabetic Retinopathy,1.0
W39046,Diabetic Nerve Problem,1.0
W01Y103634,Hyperparathyroidism,1.0
W01E123434,Liver,2.0
W01E123434,Gallbladder Anatomy,2.0
W01E128803,Hepatitis,1.0
W01E112316,Pregnancy,1.0
W27666,Mammography,1.0
W01E120564,Knee,1.0
W01E113650,Raynaud's Disease,1.0
W15073,Insulin and Glucose,1.0
W01E113064,Esophagus,1.0
W01Y101286,Hypercholesterolemia,1.0
W01E126736,Aortic Dissection,1.0
W01Y103400,Kidney,1.0
W35685,Crohn's Disease,1.0
W01E118851,Irritable Bowel Syndrome,1.0
W20078,Gallbladder Anatomy,1.5
W16015,Hypoparathyroidism,1.0
W01E130643,Mitral Valve Regurgitation,2.4285714285714284
W01E111667,Gallstone Pancreatitis,1.0
W46506,Cardiac Catheterization,1.0
W01E115889,Prostate Anatomy Tour,1.0
W01E104086,Osteoporosis,1.0
W26457,Gallbladder Anatomy,1.0
W01Y112523,Diabetic Foot Complications,1.0
W46078,Diabetic Retinopathy,1.0
W01E126219,Thyroid Nodules,1.0
W01E102364,Pancreatic Bile Duct,1.0
W05941,Diabetic Retinopathy,1.0
W01Y112846,Heart,2.0
W01Y103996,Hypoglycemia,1.0
W01E115303,Thyroid Nodules,1.0
W01E102122,Leg,1.0
W01E101408,Neck,1.0
W14557,Skin,1.0
W16115,Depression: Brain Activity,1.0
W24366,Neck,1.0
W01E114594,Low Testosterone,1.0
W01E103798,Pregnancy,1.0
W01Y101283,Strep Throat,1.0
W04759,Endoscopy,2.0
W01Y103221,Mammography,2.0
W01E117411,Thyroid Nodules,1.0
W01E117098,Uterine Fibroids,1.0
W01Y106139,Kidney,1.0
W27850,Pelvis,1.0
W01E124027,Urinary System,1.0
W01E124585,Spine,4.0
W04339,Back Pain,2.0
W28770,Diverticulosis,1.0
W01Y109147,Barrett's Esophagus,1.0
W01E114315,Leg,1.0
W01E125454,Diabetic Nerve Problem,1.0
W26463,Mohs Surgery,1.0
W01E130607,Diabetic Foot Complications,1.0
W13745,Insulin and Glucose,1.0
W01Y108749,High Blood Pressure,1.0
W01E112401,Heart Failure,1.0
W15297,Knee,2.0
W01E125809,Torn Rotator Cuff,1.0
W25294,Heart Failure,1.0
W01E131582,Critical Limb Ischemia,1.0
W01Y108346,Gallbladder Anatomy,1.0
W01E105766,Rheumatoid Arthritis,1.0
W13906,Gallbladder Anatomy,2.0
W01E125661,Lymphatic System,1.0
W24094,Diabetes Type 2 Glucose Transport,1.0
W01Y105039,Back Pain,1.0
W01Y106077,Deep Vein Thrombosis,1.0
W01E122938,Reproductive System,1.0
W01Y103365,Gastric Outlet Obstruction,1.0
W42999,Colon,2.0
W01Y101943,Diabetic Retinopathy,1.0
W01E100464,Strep Throat,1.0
W01E112081,Coronary Artery Bypass Grafting (CABG),1.0
W46791,Gallstone Pancreatitis,1.0
W13916,Head,1.0
W01E100537,Pancreatic Bile Duct,1.0
W01E114807,Neck,2.0
W20499,Asthma Inhaler,1.0
W01E111103,Hyperparathyroidism,1.0
W01E104193,Eye,1.0
W01E110297,Heart,1.0
W01E116592,Osteoporosis,1.0
W09834,Thorax,1.0
W01E106116,HIV Life Cycle,1.0
W01E112081,Thorax,2.0
W01Y104476,Knee,1.0
W01Y102474,Mole Mapping,2.0
W01Y104825,Breast Cancer,1.0
W31483,Pancreas Anatomy,1.0
W01Y109280,Mohs Surgery,1.0
W14543,Leg,1.0
W37714,External Beam Radiation,1.0
W01E125661,Breast,1.0
W01Y101337,Asthma Inhaler,1.0
W01E131153,Reproductive System,1.0
W05464,Stomach Cancer,1.0
W13268,Gallstones,1.0
W01E101031,Knee,1.0
W20450,Peripheral Anemia,1.0
W01E129888,Type 2 Diabetes - Glucose Absorption,2.0
W01E126829,Irritable Bowel Syndrome,1.0
W01E125612,Pancreatic Bile Duct,1.0
W01Y111662,Cervical Burst Fracture,1.0
W03338,Spine,3.2142857142857144
W01E116333,Kyphosis,1.0
W01E119394,Artery Blockage,1.0
W39604,Abdomen,1.0
W38144,Scoliosis,1.0
W01E128047,Gout,1.0
W01E108457,Low Testosterone,1.0
W25799,Back Pain,2.0
W37604,Neck,1.0
W01E100699,Pancreas Anatomy,2.0
W01E110469,Vaginal Birth,1.0
W01374,Lymphatic System,1.5
W15117,Stroke,1.0
W24487,Common Cold,2.0
W01E118399,External Beam Radiation,3.0
W28415,Smokers Lung,1.0
W01E104537,Deep Vein Thrombosis,1.0
W38144,Colonoscopy,2.0
W01E111608,Astigmatism,1.0
W37446,Insulin and Glucose,1.0
W01Y110710,Cardiac Catheterization,1.0
W01Y106340,Hypoparathyroidism,1.0
W01E125540,Implantable Port,1.0
W11294,Allergic Rhinitis,3.0
W14808,Esophagus,2.0
W01E103509,Head,2.0
W39148,Leg,1.0
W06914,Heart,1.6
W01Y104187,Heart,2.0
W01Y103998,Vasculature,2.0
W01E124191,Systems,6.0
W01E106371,Insulin and Glucose,1.0
W01E129773,Pancreatic Bile Duct,1.0
W01E132195,Hiatal Hernia,2.0
W28788,Endoscopy,1.0
W01E122843,Pancreas Anatomy,1.6666666666666667
W46334,Adam Insulin ,1.0
W06914,Basal Cell Carcinoma,1.0
W13923,Endometriosis,1.0
W01E114881,Astigmatism,1.0
W01E114020,Asthma Inhaler,1.0
W01E102365,Stomach Cross Section,1.0
W01E100249,Aortic Dissection,1.0
W19337,Odontoid Fracture,1.0
W05602,Pancreatic Bile Duct,1.5
W01E122119,Deep Vein Thrombosis,1.0
W03256,Ear,3.0
W01E133342,Thyroid Nodules,1.0
W01E133147,Diabetic Retinopathy,2.0
W38646,High Blood Pressure,1.5
W01Y107665,Varicose Veins,2.0
W01Y108147,Pancreatic Bile Duct,1.0
W01E126995,Diabetic Foot Complications,1.0
W01E134302,Osteoporosis,1.0
W01E124027,Knee,2.0
W19811,Alzheimer's Disease,1.0
W01Y111199,Low Testosterone,1.0
W01E128386,Head,1.0
W09439,Diabetic Retinopathy,1.0
W01E127453,Varicose Veins,1.0
W01Y108723,Pelvis,1.0
W01E106637,Insulin and Glucose,1.0
W08257,C-Section,1.0
W01E124896,Hodgkin's Lymphoma,1.0
W01E124992,Osteoarthritis,1.0
W01E130295,Lupus,1.0
W15485,Abdomen,2.0
W01Y104826,Brain,2.5
W01E119716,Eye,1.0
W01E118976,Ventricular Fibrillation with Conduction System,1.5
W01E125798,Vasculature,1.0
W01E117446,Teeth,1.0
W08395,Thyroid Nodules,1.0
W01E131829,Thorax,1.0
W01E127589,Allergic Rhinitis,1.0
W01E108071,Heart Failure,1.0
W42811,Neck,2.0
W01E119656,Aortic Dissection,1.0
W36534,Hyperparathyroidism,1.0
W09048,Asthmatic Airways,1.0
W26445,Parkinsons Disease,1.0
W01Y103888,Aortic Valve Stenosis,1.0
W01Y106405,Osteoporosis,1.0
W01E131744,Deep Vein Thrombosis,1.0
W01Y102651,Back Pain,4.0
W25197,Oral Herpes,1.0
W28076,Stomach,1.0
W01E119198,Psoriatic Arthritis,2.0
W01E102404,Stomach,1.0
W27540,Heart,1.5
W32136,Spine,3.0
W27197,Heart,1.5
W01E119398,Rheumatoid Arthritis,1.0
W01E119705,Angina,1.0
W01Y111776,Umbilical Ventral Hernia,1.0
W01E119707,Leg,2.0
W27696,Hand,1.0
W01Y112083,Hand,1.0
W01E114086,Stomach,2.0
